店名,住所
イトーヨーカドー　アリオ内北砂店,東京都江東区北砂２－１７アリオ北砂３階
イトーヨーカドー木場店,東京都江東区木場１－５－３０イトーヨーカドー木場
ダイエー東大島店,東京都江東区大島7-38-30ダイエー東大島
ハローズガーデン北砂店,東京都江東区北砂２－１７アリオ北砂３階
モーリーファンタジー南砂店,東京都江東区南砂６－７－１５イオン南砂３階
モーリーファンタジー大島店,東京都江東区大島4-6-1ダイエー大島4F
ラウンドワンスタジアムダイバーシティ東京プラザ店,東京都江東区青海１丁目１番１０号ダイバーシティ東京６階
東京レジャーランドパレットタウン店,東京都江東区青海１丁目パレットタウン３階
タイトーステーション渋谷店,東京都渋谷区渋谷１－２４－１２渋谷東映プラザ１階　タイトーステーション内
ハイテクランドセガ渋谷,東京都渋谷区渋谷１－１４－１４ＥＳＴビル
ビックカメラ渋谷東口店,東京都渋谷区渋谷１－２４－１２ビックカメラ渋谷東口
にこぱデックス東京ビーチ店,東京都港区台場１－６－１デックス東京ビーチアイランドモール４Ｆ
ビックカメラ赤坂見附駅店,東京都港区赤坂３－１－６ビックカメラ赤坂見附駅
東京レジャーランドお台場メディアージュ店,東京都港区台場１丁目７番１号アクアシティお台場４Ｆ
ＣＬＵＢＳＥＧＡ自由ヶ丘,東京都目黒区自由が丘２－１０－９ＣＬＵＢＳＥＧＡ自由ヶ丘
アミュージアム大泉,東京都練馬区東大泉２－１０－１１西友リヴィンオズ大泉５階
アミュージアムＯＳＣ店,東京都練馬区東大泉２－３４－１Ｔ・ジョイ大泉２Ｆ
イオン練馬店,東京都練馬区光が丘５－１－１光が丘ＩＭＡ
ナムコランド練馬店,東京都練馬区光が丘５‐１光が丘ＩＭＡ
ライフ平和台店,東京都練馬区北町６－１０－１ライフ平和台
リヴィン光が丘キッズパーク,東京都練馬区光が丘５－１－１光が丘ＩＭＡ
西友リヴィン光が丘店,東京都練馬区光が丘５－１－１光が丘ＩＭＡ
西友練馬ＰＡＲＴ２店,東京都練馬区練馬１－３－１０西友練馬
サンポップマチヤ,東京都荒川区荒川７－５０－９サンポップマチヤ
○×△□（ラくトス）,東京都葛飾区新小岩１－４４－６新小岩プラザビル
こち亀ゲームぱーく,東京都葛飾区亀有３－４９－３アリオ亀有３階
イトーヨーカドー　アリオ内亀有店,東京都葛飾区亀有３－４９－３アリオ亀有
イトーヨーカドー四つ木店,東京都葛飾区四つ木２－２１－１イトーヨーカドー四つ木
イトーヨーカドー高砂店,東京都葛飾区高砂３－１２－５イトーヨーカドー高砂
ライフ奥戸店,東京都葛飾区奥戸３－２３－１９ライフ奥戸
ライフ水元店,東京都葛飾区水元２－１１－５ライフ水元
東京レジャーランド亀有店,東京都葛飾区亀有３－２１－２東京レジャーランド亀有
AMPIAサントロペ池袋,東京都豊島区東池袋１－２９サントロペビル２Ｆ
タイトーステーション池袋西口,東京都豊島区西池袋1丁目15番9号西池ビル
ビックカメラ池袋本店,東京都豊島区東池袋１－４１－５ビックカメラ池袋本店
ビックカメラ池袋西口店,東京都豊島区西池袋１－１６－３ビックカメラ池袋西口
ライフ千川駅前店,東京都豊島区要町３－４５－４ライフ千川駅前
池袋ＧＩＧＯ,東京都豊島区東池袋１－２１－１池袋ＧＩＧＯ
GAMEピーアーク青井,東京都足立区一ツ家３－８－２０ＧＡＭＥピーアーク青井
イトーヨーカドー　アリオ内西新井店,東京都足立区西新井栄町１－２０－１アリオ西新井
イトーヨーカドー竹の塚店,東京都足立区竹の塚５－１７－１イトーヨーカドー竹の塚
イトーヨーカドー綾瀬店,東京都足立区綾瀬３－４－２５イトーヨーカドー綾瀬
ゲオ鹿浜店,東京都足立区谷在家２－１１－２ゲオ鹿浜
セガ竹の塚,東京都足立区竹の塚６－８－３ピーくんプラザ
ニチゴランド,東京都足立区梅島３－３２－７イオン西新井４階
ライフ竹の塚店,東京都足立区西伊興４－１－２２ライフ竹の塚
ハローズガーデンあきる野,東京都あきる野市秋川１－１７－１あきる野とうきゅう３Ｆ
Asobox八王子みなみ野店,東京都八王子市みなみ野1-8-1Mioみなみ野SC2F
イトーヨーカドー八王子店,東京都八王子市狭間町１４６２－１イトーヨーカドー八王子
イトーヨーカドー南大沢店,東京都八王子市南大沢２－２８－１イトーヨーカドー南大沢
シルクハット八王子店,東京都八王子市旭町2-5八王子ツインタワービルA館
ソピア八王子店,東京都八王子市狭間町１４６２－１イトーヨーカドー八王子３階
ソピア南大沢店,東京都八王子市南大沢２－２８－１イトーヨーカドー南大沢３階
ドラマ八王子高倉店,東京都八王子市高倉町５５－４ドラマ八王子高倉
ドン・キホーテ八王子駅前店,東京都八王子市中町１－３ドン・キホーテ八王子駅前
ビックカメラＪＲ八王子駅店,東京都八王子市旭町１－１７セレオ八王子
ヨドバシカメラ八王子店,東京都八王子市東町７－４ヨドバシカメラ八王子
ＹＡＺＷＯＲＬＤ八王子みなみ野店,東京都八王子市みなみ野１－２－１アクロスモール３階
PALO聖蹟桜ヶ丘店,東京都多摩市関戸4-72聖蹟桜ケ丘オーパ6階
THE3RDPLANET多摩センター店,東京都多摩市落合１－３９－２マグレブビル
namcoクロスガーデン多摩店,東京都多摩市落合２－３３クロスガーデン多摩３Ｆ
イトーヨーカドー多摩センター店,東京都多摩市落合１－４４イトーヨーカドー多摩センター
タイトーステーション多摩センター店,東京都多摩市落合１－４５－１丘の上パティオ
トイザらス多摩店,東京都多摩市東寺方６６０－１トイザらス多摩
京王百貨店聖蹟桜ヶ丘店7階玩具売場,東京都多摩市関戸１－１０－１京王百貨聖蹟桜ヶ丘
モーリーファンタジー小平店,東京都小平市小川東町2-12-1ダイエー小平
イトーヨーカドー武蔵小金井店,東京都小金井市本町６－１４－９イトーヨーカドー武蔵小金井
ハローズガーデン武蔵小金井店,東京都小金井市本町６－１４－９イトーヨーカドー武蔵小金井４階
セガワールドアルカス,東京都府中市宮西町２－５－１さくら三番館
セガワールド府中,東京都府中市西原町１－６－２フレスポ府中
トイザらス府中駅前店,東京都府中市宮町１－５０くるるＢ１Ｆ
モーリーファンタジーイオンモール多摩平の森店,東京都日野市多摩平２丁目４番１イオンモール多摩平の森
アミュージアムキッズパーク昭島店,東京都昭島市田中町５６２－１モリタウン２階
イトーヨーカドー拝島店,東京都昭島市松原町３－２－１２イトーヨーカドー拝島
イトーヨーカドー昭島店,東京都昭島市田中町５６２－１モリタウン
トイザらス昭島店,東京都昭島市田中町５７３－１－４モリタウン
モーリーファンタジー昭島店,東京都昭島市宮沢町５００番１号イオン昭島ショッピングセンター３階
イトーヨーカドー東久留米店,東京都東久留米市本町３－８－１イトーヨーカドー東久留米
モーリーファンタジー東久留米店,東京都東久留米市南沢５－１７イオン東久留米３階
イトーヨーカドー東大和店,東京都東大和市桜が丘２－１４２－１イトーヨーカドー東大和
セガワールド東大和,東京都東大和市桜ヶ丘１－１３３０－１９ＢＩＧＢＯＸ東大和１Ｆ
ハローズガーデン東大和店,東京都東大和市桜が丘２－１４２－１イトーヨーカドー東大和２階
イトーヨーカドー東村山店,東京都東村山市本町２－２－１９イトーヨーカドー東村山
セガイオンモールむさし村山店,東京都武蔵村山市榎1-1-3-2059イオンモールむさし村山
モーリーファンタジーむさし村山店,東京都武蔵村山市榎1丁目1番3号イオンモールむさし村山3階
イトーヨーカドー武蔵境店,東京都武蔵野市境南町２－２－２０イトーヨーカドー武蔵境
キデイランド吉祥寺店,東京都武蔵野市吉祥寺本町１－１１－５コピス吉祥寺６階　Ａ棟
プラサカプコン吉祥寺店,東京都武蔵野市吉祥寺本町１－１０－１いなりやビル１階
ヨドバシカメラマルチメディア吉祥寺,東京都武蔵野市吉祥寺本町１－１９－１ヨドバシカメラマルチメディア吉祥寺５Ｆ
東急百貨店吉祥寺店6階玩具売場,東京都武蔵野市吉祥寺本町２－３－１東急百貨吉祥寺
MrMax町田多摩境店,東京都町田市小山ヶ丘６－１－１０ＭｒＭａｘ町田多摩境ショッピングセンター
こころっこ町田根岸店,東京都町田市根岸町２３０－７アメリア町田根岸ショッピングセンター２階
タイトーステーション町田店,東京都町田市原町田６－２１－２３松山ビル１Ｆ
ヨドバシカメラマルチメディア町田,東京都町田市原町田１－１－１１ヨドバシカメラマルチメディア町田
西友新福生店キッズパーク,東京都福生市東町５－１西友福生
西友福生店,東京都福生市東町５－１西友福生
アミューズメントカフェプレビアメリア稲城,東京都稲城市矢野口2284-1アメリア稲城ショッピングセンター2F
CLUBSEGA立川,東京都立川市柴崎町３－２－１サザンビル１階
namcoららぽーと立川立飛店,東京都立川市泉町935-1ららぽーと立川立飛店3F
ビックカメラ立川店,東京都立川市曙町２－１２－２ビックカメラ立川
田無ファミリーランドゲームコーナー,東京都西東京市西原町４－２－９田無ファミリーランド
西友リヴィン田無店,東京都西東京市田無町２－１－１西友リヴィン田無
にこぱ仙川店,東京都調布市若葉町２－２島忠ホームズ仙川２Ｆ
アドベンチャーリーフ国領店,東京都調布市国領町８－２－６４イトーヨーカドー国領３階
